,MLSNumber,Street,City,Price,BR,Bath,Footage
85,1073029,836 Saint Andrews,Paso Robles,549500,4,2,2326.0
86,1073035,200 Hilltop,Paso Robles,709000,3,2,2269.0
87,1073021,108 Erna,Pismo Beach,749777,3,2,1585.0
88,1073049,67 South,San Luis Obispo,569000,2,2,1102.0
89,1073037,170 Ramona,San Luis Obispo,799000,3,2,1776.0
90,1073013,219 Mission,San Luis Obispo,1349000,4,3,3100.0
91,1073003,1700 Lynne,Santa Maria,219900,3,3,1226.0
92,1073033,1021 Miller,Santa Maria,300000,3,2,1275.0
93,1073028,740 Linwood,Santa Maria,375000,3,2,1794.0
94,1073051,2503 Castlerock,Santa Maria,719000,4,4,3510.0
95,1073025,940 Refugio,Santa Ynez,795000,3,2,1892.0
96,1073026,26877 Cummings Valley,Tehachapi,1990000,6,7,7500.0
97,1072973,1050 Semillon,Templeton,835000,4,3,2825.0
